t,Corr0,Corr1,Corr2,Corr3,Corr4,Corr5,Corr6,Corr7,Corr8,Corr9,Corr10,Corr11,Corr12,Corr13,Corr14,Corr15,Corr16,Corr17,Corr18,Corr19,Corr20,Corr21,Corr22,Corr23,Corr24,Corr25,Corr26,Corr27,Corr28,Corr29,Corr30,Corr31,Corr32,Corr33,Corr34,Corr35,Corr36,Corr37,Corr38,Corr39,Corr40,Corr41,Corr42,Corr43,Corr44,Corr45,Corr46,Corr47,Corr48,Corr49,Corr50,Corr51,Corr52,Corr53,Corr54,Corr55,Corr56,Corr57,Corr58,Corr59,Corr60,Corr61,Corr62,Corr63,Corr64,Corr65,Corr66,Corr67,Corr68,Corr69,Corr70,Corr71,Corr72,Corr73,Corr74,Corr75,Corr76,Corr77,Corr78,Corr79,Corr80,Corr81,Corr82,Corr83,Corr84,Corr85,Corr86,Corr87,Corr88,Corr89,Corr90,Corr91,Corr92,Corr93,Corr94,Corr95,Corr96,Corr97,Corr98,Corr99
0.747475,0,0.0856137,0.133265,0.161838,0.191082,0.210854,0.232513,0.247878,0.269256,0.280969,0.301627,0.311156,0.328345,0.348254,0.366444,0.373052,0.384802,0.400868,0.416317,0.434037,0.449064,0.460026,0.470114,0.482104,0.492197,0.499109,0.511935,0.520971,0.530505,0.541672,0.552283,0.562809,0.575423,0.585143,0.601368,0.608563,0.616585,0.631554,0.644094,0.655882,0.667769,0.674791,0.682376,0.689875,0.698687,0.708407,0.718155,0.731165,0.739746,0.755865,0.76419,0.777356,0.785548,0.797256,0.808753,0.819235,0.828289,0.838772,0.847281,0.854602,0.863104,0.874579,0.88452,0.89565,0.90568,0.914652,0.926386,0.934929,0.944291,0.953581,0.963732,0.972743,0.981016,0.990993,1,0.990024,0.981263,0.9719,0.963771,0.955197,0.946632,0.938945,0.930869,0.923712,0.91644,0.907576,0.902066,0.894334,0.885976,0.873007,0.859612,0.849632,0.842005,0.842351,0.832029,0.821431,0.811777,0.809564,0.79655,0.791434
0.757576,0,0.0821087,0.129816,0.15917,0.186257,0.206811,0.227044,0.242206,0.262803,0.275141,0.295767,0.305869,0.323732,0.343467,0.362201,0.367901,0.379166,0.395199,0.410651,0.42827,0.442499,0.453204,0.463789,0.4759,0.4865,0.493248,0.50654,0.515485,0.52535,0.536896,0.54733,0.558686,0.570583,0.581095,0.597808,0.604882,0.6132,0.627447,0.64095,0.652097,0.663293,0.66938,0.677046,0.68465,0.692144,0.701215,0.711163,0.724436,0.732913,0.748268,0.756224,0.769187,0.77771,0.788423,0.801009,0.811618,0.820976,0.831671,0.839517,0.847464,0.855365,0.867806,0.878092,0.888762,0.898872,0.907793,0.918849,0.927051,0.935326,0.94428,0.954055,0.963475,0.971716,0.980688,0.990024,1,0.990661,0.981106,0.972288,0.963347,0.95462,0.946066,0.939133,0.932152,0.924688,0.91565,0.910491,0.902599,0.893457,0.880679,0.867823,0.85874,0.851435,0.850271,0.840602,0.830689,0.821319,0.819325,0.807595,0.802131
0.767677,0,0.0805977,0.127997,0.157681,0.186047,0.20625,0.226088,0.240309,0.26155,0.274078,0.294556,0.304645,0.322822,0.341799,0.35954,0.365654,0.376747,0.392552,0.408374,0.426053,0.43997,0.450097,0.460132,0.472194,0.482335,0.489136,0.502081,0.511147,0.521233,0.532603,0.542486,0.55331,0.565138,0.57567,0.591857,0.598598,0.606819,0.621265,0.635093,0.645683,0.65698,0.663522,0.671165,0.678586,0.685843,0.695536,0.706446,0.719673,0.729182,0.744296,0.752024,0.765244,0.773278,0.783943,0.795959,0.806405,0.815793,0.82684,0.834864,0.843568,0.850906,0.862959,0.872775,0.883647,0.893226,0.90195,0.912307,0.919806,0.928061,0.935956,0.946527,0.956058,0.963291,0.972367,0.981263,0.990661,1,0.990661,0.98167,0.97201,0.963124,0.955326,0.947964,0.941224,0.933296,0.924049,0.918482,0.911597,0.903157,0.891142,0.877724,0.867921,0.860479,0.860088,0.85067,0.840891,0.831463,0.829092,0.816973,0.812291
0.777778,0,0.0826246,0.128884,0.157695,0.18631,0.205505,0.224287,0.238316,0.259795,0.272935,0.292132,0.302882,0.320867,0.338961,0.356355,0.363024,0.373671,0.390092,0.405243,0.422427,0.436148,0.44625,0.456159,0.467858,0.478057,0.484648,0.497547,0.505985,0.516311,0.526829,0.537467,0.548121,0.560468,0.571094,0.587218,0.593858,0.601568,0.615885,0.628641,0.63897,0.650195,0.657303,0.664936,0.671861,0.678529,0.688608,0.699853,0.713258,0.723507,0.73832,0.745392,0.758327,0.766195,0.777625,0.789901,0.799856,0.809249,0.819547,0.827921,0.836729,0.843721,0.85583,0.865008,0.876818,0.886129,0.894585,0.90455,0.911914,0.920648,0.928952,0.938487,0.947453,0.954688,0.963853,0.9719,0.981106,0.990661,1,0.990627,0.981807,0.973616,0.964892,0.956283,0.949804,0.942483,0.933142,0.926208,0.919494,0.911233,0.899395,0.885583,0.876708,0.868341,0.867828,0.856532,0.846385,0.836704,0.835031,0.823543,0.818542
0.787879,0,0.0829084,0.127201,0.155738,0.184337,0.202763,0.22225,0.235701,0.257276,0.270976,0.290333,0.300731,0.31826,0.336144,0.352632,0.359877,0.371037,0.387586,0.402508,0.419225,0.43216,0.44245,0.451815,0.464077,0.474322,0.480007,0.492274,0.501092,0.510546,0.521304,0.532049,0.54234,0.555006,0.565092,0.58055,0.587818,0.59604,0.610836,0.622982,0.633418,0.644411,0.651183,0.658413,0.665169,0.672014,0.681639,0.692885,0.706099,0.716206,0.730731,0.73854,0.751436,0.75911,0.770856,0.783531,0.792921,0.80153,0.812273,0.821071,0.829426,0.836026,0.848333,0.857768,0.870131,0.879751,0.888307,0.897755,0.905184,0.914419,0.922403,0.931658,0.939693,0.946779,0.956032,0.963771,0.972288,0.98167,0.990627,1,0.990981,0.982385,0.973884,0.964195,0.956617,0.950004,0.941735,0.934026,0.926951,0.918468,0.906409,0.893846,0.884826,0.876409,0.876464,0.865184,0.854175,0.845025,0.841933,0.830739,0.825646
0.79798,0,0.0852348,0.128569,0.156754,0.183563,0.201514,0.220297,0.23368,0.25501,0.268075,0.286988,0.297084,0.313495,0.330507,0.346943,0.354553,0.365275,0.381295,0.395875,0.41295,0.425361,0.43509,0.444142,0.455851,0.466296,0.472212,0.48386,0.49269,0.501862,0.512904,0.523179,0.532812,0.544798,0.554813,0.570433,0.577498,0.584767,0.599679,0.611863,0.622592,0.63527,0.642553,0.65009,0.656489,0.66254,0.672568,0.683359,0.696415,0.707258,0.722165,0.730358,0.742912,0.749378,0.759859,0.772387,0.782249,0.791378,0.801379,0.810753,0.818381,0.825034,0.837399,0.846358,0.859031,0.867844,0.876197,0.886652,0.89474,0.904615,0.912752,0.922592,0.931038,0.938029,0.947242,0.955197,0.963347,0.97201,0.981807,0.990981,1,0.991053,0.982644,0.971822,0.963283,0.95636,0.948506,0.941119,0.934172,0.925794,0.915043,0.902378,0.893467,0.885322,0.88512,0.873216,0.861476,0.852682,0.849213,0.838004,0.832195
0.808081,0,0.0841403,0.126858,0.155172,0.181219,0.198521,0.217598,0.231002,0.251858,0.264673,0.282701,0.294094,0.310674,0.327019,0.342839,0.349763,0.360604,0.376728,0.391748,0.407877,0.419896,0.429942,0.439238,0.450653,0.461589,0.467292,0.478632,0.488156,0.497702,0.508076,0.519062,0.528524,0.540264,0.550991,0.566949,0.574062,0.581177,0.595865,0.607702,0.618357,0.631088,0.638721,0.646928,0.653206,0.658954,0.668344,0.679882,0.69234,0.703032,0.717918,0.725312,0.737429,0.743885,0.754038,0.765702,0.775759,0.785476,0.795917,0.806017,0.81318,0.819647,0.83117,0.840037,0.852099,0.860198,0.869269,0.879005,0.886971,0.897433,0.904342,0.913871,0.921393,0.92895,0.938597,0.946632,0.95462,0.963124,0.973616,0.982385,0.991053,1,0.990764,0.979712,0.970596,0.964042,0.955979,0.948315,0.940854,0.932794,0.921736,0.908857,0.90036,0.892674,0.892205,0.880709,0.86957,0.861475,0.857568,0.846532,0.840314
0.818182,0,0.0829108,0.124322,0.153679,0.177774,0.194423,0.21378,0.22729,0.248138,0.260193,0.2786,0.28944,0.305284,0.321984,0.337911,0.344889,0.355798,0.371766,0.386087,0.402199,0.414814,0.424457,0.43382,0.445074,0.455093,0.461075,0.472455,0.482579,0.492688,0.502543,0.51412,0.523135,0.5352,0.54544,0.562292,0.569905,0.577399,0.591774,0.603542,0.614542,0.626909,0.634034,0.642506,0.64817,0.653398,0.662432,0.67375,0.68615,0.696197,0.71115,0.718703,0.730634,0.738394,0.748172,0.759989,0.769949,0.779097,0.790357,0.800834,0.807698,0.814189,0.825635,0.834412,0.845886,0.85407,0.863125,0.872281,0.879845,0.8906,0.897795,0.907455,0.91463,0.921464,0.931037,0.938945,0.946066,0.955326,0.964892,0.973884,0.982644,0.990764,1,0.989611,0.981487,0.973757,0.965711,0.957958,0.949322,0.942039,0.931272,0.919394,0.911022,0.903716,0.903385,0.892045,0.881085,0.872573,0.868856,0.857412,0.850313
0.828283,0,0.0794097,0.124503,0.155161,0.179038,0.195759,0.214893,0.229174,0.249287,0.261659,0.279678,0.289863,0.305939,0.323281,0.338268,0.344692,0.355781,0.371824,0.386289,0.402206,0.414621,0.423942,0.433829,0.445056,0.454673,0.461383,0.473008,0.484332,0.494944,0.504003,0.515115,0.524242,0.53671,0.54677,0.56358,0.571221,0.579374,0.593451,0.605146,0.616412,0.628939,0.635409,0.644518,0.650007,0.655605,0.663832,0.675389,0.687847,0.697022,0.711545,0.71809,0.730361,0.737424,0.747034,0.759275,0.769402,0.777573,0.788107,0.79834,0.804891,0.811808,0.822815,0.831461,0.84183,0.849221,0.857251,0.867362,0.87547,0.885225,0.893371,0.90247,0.909043,0.916477,0.924243,0.930869,0.939133,0.947964,0.956283,0.964195,0.971822,0.979712,0.989611,1,0.991022,0.983056,0.975328,0.968274,0.959152,0.95081,0.94089,0.929607,0.921949,0.915405,0.913192,0.901797,0.89252,0.882703,0.878678,0.867675,0.859445
0.838384,0,0.0782155,0.123086,0.153689,0.176492,0.193078,0.212365,0.225213,0.245688,0.257622,0.275062,0.285462,0.301582,0.319274,0.333763,0.340493,0.351674,0.368573,0.383676,0.399768,0.412127,0.421678,0.431495,0.44364,0.453704,0.460304,0.471291,0.482641,0.49288,0.50256,0.513874,0.523085,0.534972,0.544358,0.561119,0.568661,0.577761,0.591826,0.604323,0.614548,0.626861,0.633314,0.64301,0.647979,0.652915,0.660335,0.672996,0.685461,0.693639,0.708265,0.714974,0.726887,0.734491,0.743034,0.755931,0.765744,0.773711,0.78404,0.793558,0.800789,0.807041,0.818587,0.827049,0.837275,0.845495,0.853776,0.861467,0.869988,0.878985,0.886638,0.895309,0.902359,0.90975,0.917785,0.923712,0.932152,0.941224,0.949804,0.956617,0.963283,0.970596,0.981487,0.991022,1,0.991125,0.981708,0.974469,0.966134,0.958119,0.949208,0.937759,0.930409,0.924108,0.921246,0.909534,0.900343,0.890316,0.886835,0.87593,0.868124
0.848485,0,0.0765968,0.122219,0.151833,0.174636,0.191344,0.210397,0.223345,0.243216,0.255903,0.273197,0.284123,0.299951,0.316927,0.33075,0.338245,0.348661,0.365279,0.380229,0.396364,0.408837,0.417559,0.427337,0.439328,0.449161,0.455243,0.465422,0.476539,0.486767,0.496389,0.508425,0.517431,0.528904,0.538405,0.554794,0.562057,0.570681,0.58501,0.597709,0.607485,0.620028,0.626092,0.635095,0.640266,0.645369,0.653995,0.666512,0.678746,0.687675,0.70226,0.708577,0.719834,0.72709,0.736154,0.748895,0.758732,0.766901,0.777096,0.786808,0.793883,0.799664,0.811321,0.820019,0.829854,0.837892,0.846133,0.854807,0.86321,0.872474,0.87898,0.88767,0.894705,0.902378,0.911266,0.91644,0.924688,0.933296,0.942483,0.950004,0.95636,0.964042,0.973757,0.983056,0.991125,1,0.990865,0.982182,0.973051,0.964414,0.955342,0.944427,0.938413,0.9321,0.929055,0.917961,0.908384,0.898785,0.894692,0.884184,0.877469
0.858586,0,0.0750192,0.120358,0.148096,0.171038,0.186726,0.206139,0.218974,0.238353,0.251867,0.270187,0.281414,0.296422,0.312637,0.326524,0.334518,0.344589,0.360899,0.375607,0.39149,0.403499,0.412793,0.422631,0.434136,0.443781,0.450122,0.460142,0.471149,0.481808,0.490878,0.502512,0.511249,0.52344,0.533115,0.549955,0.557292,0.565724,0.580172,0.592654,0.602552,0.615042,0.620488,0.629479,0.634008,0.638937,0.647715,0.65995,0.67237,0.682307,0.696285,0.702712,0.714014,0.720874,0.72931,0.741979,0.75158,0.758118,0.769319,0.77888,0.785987,0.791603,0.802763,0.810955,0.82065,0.828804,0.837317,0.846558,0.854945,0.863661,0.870476,0.87864,0.885339,0.892563,0.902038,0.907576,0.91565,0.924049,0.933142,0.941735,0.948506,0.955979,0.965711,0.975328,0.981708,0.990865,1,0.990778,0.981592,0.972291,0.962361,0.950544,0.945148,0.938489,0.934811,0.924196,0.914468,0.904729,0.900283,0.889426,0.882066
0.868687,0,0.0727789,0.118303,0.146618,0.170246,0.185733,0.206637,0.218972,0.237859,0.250908,0.269245,0.279911,0.295511,0.311129,0.325371,0.332994,0.34319,0.359416,0.373747,0.389148,0.401502,0.411312,0.420149,0.430835,0.440818,0.446455,0.456597,0.46872,0.478844,0.488369,0.499635,0.509331,0.522543,0.532239,0.549583,0.557339,0.565491,0.579334,0.591209,0.601492,0.613295,0.619639,0.628899,0.633389,0.638076,0.645556,0.656988,0.668765,0.678127,0.692886,0.699749,0.710403,0.716782,0.725236,0.737512,0.747309,0.753656,0.764066,0.773404,0.780502,0.78591,0.797403,0.805641,0.815089,0.822926,0.831882,0.840733,0.848878,0.857007,0.863646,0.873003,0.879908,0.887551,0.896776,0.902066,0.910491,0.918482,0.926208,0.934026,0.941119,0.948315,0.957958,0.968274,0.974469,0.982182,0.990778,1,0.99106,0.982328,0.97134,0.960195,0.953377,0.946766,0.942181,0.931486,0.921987,0.913048,0.908288,0.89742,0.889511
0.878788,0,0.0732785,0.117167,0.146819,0.169832,0.185163,0.206568,0.219103,0.2379,0.25069,0.268691,0.279052,0.294392,0.310163,0.323729,0.330634,0.340297,0.357345,0.37183,0.387227,0.399633,0.409566,0.418317,0.427947,0.43791,0.443252,0.453006,0.46423,0.474249,0.483601,0.494191,0.503771,0.517501,0.526901,0.544052,0.552095,0.560081,0.573554,0.585343,0.595363,0.606821,0.613718,0.622513,0.627424,0.6334,0.640555,0.651179,0.6633,0.672908,0.687293,0.693988,0.704622,0.71019,0.718559,0.730163,0.739927,0.746072,0.75619,0.765511,0.773133,0.778571,0.789694,0.797981,0.808098,0.815548,0.823904,0.833137,0.840403,0.848394,0.855618,0.864071,0.871619,0.88006,0.889092,0.894334,0.902599,0.911597,0.919494,0.926951,0.934172,0.940854,0.949322,0.959152,0.966134,0.973051,0.981592,0.99106,1,0.991785,0.982071,0.971896,0.964303,0.957112,0.951676,0.940531,0.930567,0.921524,0.915618,0.904663,0.897433
0.888889,0,0.0723717,0.116168,0.146531,0.169235,0.184044,0.205414,0.217554,0.236115,0.248655,0.266285,0.276769,0.29224,0.30788,0.321088,0.327159,0.337415,0.353881,0.368899,0.384721,0.397262,0.407715,0.416265,0.425749,0.436042,0.441187,0.45092,0.461862,0.472325,0.481995,0.492142,0.501626,0.514792,0.524213,0.541195,0.549161,0.55756,0.570796,0.581789,0.591868,0.603035,0.610097,0.618514,0.623675,0.6306,0.637796,0.648655,0.659931,0.669927,0.684044,0.690033,0.700729,0.70588,0.713847,0.725134,0.734443,0.740859,0.751275,0.761605,0.769328,0.774843,0.785074,0.792267,0.802153,0.809258,0.817912,0.826174,0.832824,0.841327,0.848922,0.856954,0.864151,0.872067,0.880729,0.885976,0.893457,0.903157,0.911233,0.918468,0.925794,0.932794,0.942039,0.95081,0.958119,0.964414,0.972291,0.982328,0.991785,1,0.990074,0.979478,0.97149,0.963803,0.958337,0.947654,0.937128,0.928105,0.921974,0.910876,0.903422
0.89899,0,0.0716318,0.114218,0.145886,0.168315,0.182777,0.20302,0.214727,0.23277,0.245326,0.261891,0.271993,0.287175,0.302822,0.315428,0.320754,0.330903,0.347466,0.362853,0.378664,0.390696,0.401082,0.410191,0.41937,0.42901,0.434743,0.444183,0.455291,0.466018,0.475301,0.485328,0.494568,0.507597,0.515648,0.531587,0.538527,0.547716,0.560797,0.572513,0.581854,0.593538,0.600895,0.609474,0.614658,0.620731,0.627853,0.638479,0.649789,0.660131,0.673869,0.679171,0.690494,0.695418,0.70231,0.714428,0.724324,0.730422,0.741664,0.751092,0.75945,0.764526,0.775742,0.782681,0.791756,0.798504,0.806046,0.81474,0.821342,0.829738,0.836907,0.844577,0.852072,0.860377,0.867894,0.873007,0.880679,0.891142,0.899395,0.906409,0.915043,0.921736,0.931272,0.94089,0.949208,0.955342,0.962361,0.97134,0.982071,0.990074,1,0.989562,0.981134,0.973854,0.967199,0.956993,0.94736,0.938149,0.930947,0.920974,0.913287
0.909091,0,0.0718217,0.112813,0.142462,0.165011,0.179766,0.20004,0.211244,0.228835,0.241706,0.257857,0.268275,0.283763,0.29838,0.310892,0.316198,0.326697,0.343451,0.358856,0.374727,0.386543,0.397044,0.406129,0.414705,0.424231,0.429958,0.43894,0.451205,0.461755,0.470957,0.480885,0.48934,0.50221,0.50901,0.524036,0.531876,0.541113,0.554477,0.566925,0.575566,0.587031,0.594497,0.602417,0.608283,0.613477,0.619811,0.629822,0.641346,0.65025,0.663693,0.669304,0.680895,0.685891,0.692337,0.704972,0.714471,0.719902,0.730926,0.741004,0.74909,0.753459,0.764743,0.77218,0.781571,0.788306,0.795553,0.804034,0.810163,0.818216,0.825613,0.832098,0.837977,0.846171,0.854169,0.859612,0.867823,0.877724,0.885583,0.893846,0.902378,0.908857,0.919394,0.929607,0.937759,0.944427,0.950544,0.960195,0.971896,0.979478,0.989562,1,0.990923,0.984317,0.976324,0.968269,0.96046,0.952631,0.944393,0.9347,0.926793
0.919192,0,0.0716234,0.11296,0.141048,0.163606,0.178525,0.19773,0.209269,0.226048,0.240551,0.256043,0.266249,0.281716,0.29556,0.308426,0.313443,0.323513,0.33968,0.353996,0.369028,0.380699,0.391315,0.400339,0.409085,0.418752,0.424406,0.433115,0.445428,0.456077,0.4654,0.475422,0.483878,0.497001,0.50357,0.519513,0.528406,0.536491,0.548414,0.56075,0.569932,0.581809,0.588284,0.596983,0.603429,0.608692,0.614875,0.624741,0.636078,0.644609,0.657599,0.663611,0.675543,0.68036,0.686026,0.69962,0.70919,0.714089,0.725731,0.735753,0.744111,0.747562,0.758448,0.764945,0.774291,0.780784,0.788578,0.797107,0.803285,0.811307,0.817653,0.822997,0.828554,0.835799,0.844299,0.849632,0.85874,0.867921,0.876708,0.884826,0.893467,0.90036,0.911022,0.921949,0.930409,0.938413,0.945148,0.953377,0.964303,0.97149,0.981134,0.990923,1,0.992558,0.983316,0.974393,0.966083,0.958721,0.952095,0.943771,0.936091
0.929293,0,0.0691969,0.109261,0.138542,0.159722,0.174417,0.194044,0.206009,0.222678,0.2371,0.252027,0.262232,0.277572,0.291757,0.304275,0.309049,0.318784,0.335023,0.349569,0.365011,0.376633,0.387763,0.396949,0.405651,0.415529,0.420873,0.429408,0.441982,0.452664,0.462727,0.472632,0.480492,0.492958,0.499656,0.515231,0.523969,0.532713,0.544079,0.556686,0.565308,0.576895,0.583303,0.591733,0.598195,0.602771,0.608673,0.618305,0.629482,0.637824,0.650655,0.656879,0.668704,0.673511,0.679967,0.694461,0.703541,0.708018,0.719678,0.729568,0.737173,0.741137,0.75199,0.758611,0.767914,0.774805,0.782282,0.790706,0.797037,0.804701,0.810788,0.816633,0.821212,0.828645,0.836702,0.842005,0.851435,0.860479,0.868341,0.876409,0.885322,0.892674,0.903716,0.915405,0.924108,0.9321,0.938489,0.946766,0.957112,0.963803,0.973854,0.984317,0.992558,1,0.990599,0.982279,0.974201,0.96613,0.959336,0.950192,0.941639
0.939394,0,0.0690308,0.109813,0.138262,0.159413,0.173849,0.192603,0.204603,0.221614,0.236212,0.250999,0.260082,0.275337,0.290113,0.302274,0.307161,0.317258,0.333799,0.348262,0.362949,0.374627,0.385792,0.394479,0.402072,0.411522,0.417153,0.425254,0.436764,0.447374,0.457611,0.467139,0.475154,0.487312,0.494708,0.509422,0.517629,0.526155,0.538158,0.550961,0.559715,0.571285,0.577663,0.585902,0.59213,0.59629,0.602097,0.612205,0.624472,0.633979,0.647901,0.654803,0.666418,0.672063,0.678672,0.693198,0.702311,0.706785,0.718168,0.72772,0.734505,0.738578,0.749799,0.75721,0.767286,0.773957,0.781538,0.789201,0.795738,0.804226,0.809361,0.816882,0.82194,0.829011,0.837336,0.842351,0.850271,0.860088,0.867828,0.876464,0.88512,0.892205,0.903385,0.913192,0.921246,0.929055,0.934811,0.942181,0.951676,0.958337,0.967199,0.976324,0.983316,0.990599,1,0.991603,0.98128,0.972726,0.965536,0.95529,0.94755
0.949495,0,0.0683365,0.108798,0.13741,0.157571,0.172304,0.189352,0.201932,0.217455,0.231736,0.246865,0.255893,0.270927,0.285887,0.297818,0.302602,0.3129,0.329294,0.343535,0.357968,0.369224,0.380306,0.389324,0.395939,0.405473,0.411309,0.418844,0.430822,0.441018,0.451617,0.461071,0.46884,0.480825,0.4879,0.501363,0.509835,0.518255,0.530031,0.543503,0.551733,0.562829,0.569548,0.577968,0.584315,0.588177,0.593738,0.603047,0.615485,0.624641,0.637644,0.645304,0.656247,0.662206,0.66943,0.684901,0.692622,0.697147,0.70814,0.717899,0.725047,0.729289,0.739865,0.747317,0.756032,0.763869,0.77104,0.778401,0.785219,0.793749,0.79943,0.807039,0.811742,0.81787,0.826562,0.832029,0.840602,0.85067,0.856532,0.865184,0.873216,0.880709,0.892045,0.901797,0.909534,0.917961,0.924196,0.931486,0.940531,0.947654,0.956993,0.968269,0.974393,0.982279,0.991603,1,0.991118,0.982544,0.975203,0.964417,0.956773
0.959596,0,0.0655246,0.10587,0.134968,0.154083,0.168967,0.184539,0.1982,0.213852,0.22781,0.242083,0.25063,0.266211,0.280854,0.292672,0.298147,0.307952,0.324355,0.339066,0.353535,0.364606,0.374928,0.384218,0.391825,0.402227,0.407717,0.414674,0.427455,0.437101,0.447265,0.456302,0.46431,0.47652,0.482932,0.496579,0.504738,0.513456,0.525104,0.538899,0.547185,0.558535,0.564995,0.574094,0.580495,0.584138,0.588782,0.59778,0.608877,0.616806,0.629144,0.63546,0.646714,0.652993,0.660104,0.67582,0.684154,0.688799,0.699732,0.709903,0.717908,0.722237,0.732264,0.740182,0.748234,0.756112,0.76326,0.769656,0.776028,0.784349,0.789139,0.796352,0.800107,0.807135,0.816092,0.821431,0.830689,0.840891,0.846385,0.854175,0.861476,0.86957,0.881085,0.89252,0.900343,0.908384,0.914468,0.921987,0.930567,0.937128,0.94736,0.96046,0.966083,0.974201,0.98128,0.991118,1,0.991657,0.984197,0.975541,0.967254
0.969697,0,0.0641904,0.102216,0.130035,0.149271,0.1643,0.180286,0.194843,0.210887,0.225492,0.238676,0.246331,0.261087,0.27525,0.286578,0.29237,0.302354,0.319393,0.334375,0.34887,0.360528,0.37098,0.379968,0.387632,0.398214,0.403088,0.409702,0.423336,0.432748,0.443098,0.452878,0.460856,0.473211,0.478427,0.491365,0.499534,0.508254,0.519708,0.533621,0.542055,0.55363,0.560363,0.569379,0.576023,0.5791,0.583913,0.59334,0.604321,0.612734,0.62446,0.63076,0.641419,0.647988,0.654883,0.670333,0.678643,0.683378,0.694661,0.705225,0.713549,0.718025,0.728417,0.735427,0.744116,0.75099,0.75831,0.763363,0.76907,0.777545,0.780854,0.788307,0.791293,0.797727,0.806889,0.811777,0.821319,0.831463,0.836704,0.845025,0.852682,0.861475,0.872573,0.882703,0.890316,0.898785,0.904729,0.913048,0.921524,0.928105,0.938149,0.952631,0.958721,0.96613,0.972726,0.982544,0.991657,1,0.992416,0.985033,0.976875
0.979798,0,0.0644092,0.101995,0.130043,0.14829,0.163322,0.17885,0.193559,0.209243,0.223797,0.236127,0.244657,0.258718,0.272846,0.283824,0.289358,0.298985,0.31587,0.330119,0.344142,0.355746,0.366089,0.375083,0.382256,0.393653,0.398761,0.405361,0.419169,0.429086,0.438712,0.448541,0.456629,0.468715,0.474262,0.487852,0.496139,0.505143,0.516698,0.531299,0.539973,0.551249,0.557718,0.566455,0.572685,0.575039,0.579849,0.589446,0.59976,0.608172,0.620507,0.627566,0.63811,0.644347,0.651323,0.667249,0.676212,0.682248,0.693338,0.703235,0.71171,0.716629,0.727032,0.734783,0.742873,0.749356,0.756859,0.761907,0.767558,0.776203,0.77906,0.787296,0.790225,0.795611,0.805144,0.809564,0.819325,0.829092,0.835031,0.841933,0.849213,0.857568,0.868856,0.878678,0.886835,0.894692,0.900283,0.908288,0.915618,0.921974,0.930947,0.944393,0.952095,0.959336,0.965536,0.975203,0.984197,0.992416,1,0.992361,0.984637
0.989899,0,0.0627712,0.0991233,0.1269,0.144368,0.159587,0.175002,0.189542,0.205296,0.219778,0.231332,0.239708,0.253992,0.267766,0.278282,0.282928,0.292298,0.309433,0.324091,0.338132,0.349158,0.35906,0.367613,0.375883,0.388125,0.393421,0.399073,0.413514,0.424394,0.43381,0.443818,0.45241,0.464085,0.469642,0.482849,0.490639,0.500248,0.510835,0.525724,0.534784,0.546243,0.552225,0.560863,0.567041,0.568692,0.573224,0.582896,0.591991,0.599652,0.611455,0.617112,0.62808,0.634147,0.640718,0.656864,0.6659,0.671722,0.682755,0.692526,0.701688,0.706872,0.717969,0.725885,0.734282,0.740262,0.747371,0.752389,0.757761,0.766201,0.768422,0.776021,0.778874,0.784036,0.792974,0.79655,0.807595,0.816973,0.823543,0.830739,0.838004,0.846532,0.857412,0.867675,0.87593,0.884184,0.889426,0.89742,0.904663,0.910876,0.920974,0.9347,0.943771,0.950192,0.95529,0.964417,0.975541,0.985033,0.992361,1,0.992813
1,0,0.0642314,0.0980871,0.126363,0.143923,0.160166,0.175517,0.189153,0.20522,0.219594,0.230772,0.239367,0.253468,0.267455,0.277393,0.281534,0.290898,0.308015,0.321998,0.335692,0.346202,0.356277,0.364339,0.372103,0.384274,0.389302,0.39464,0.409252,0.420109,0.429929,0.440241,0.448726,0.460045,0.466266,0.478896,0.486669,0.495667,0.506329,0.52083,0.529612,0.540653,0.54682,0.55536,0.562026,0.563691,0.568465,0.577374,0.586889,0.594656,0.606751,0.612555,0.623303,0.62955,0.63577,0.652176,0.661203,0.667367,0.678112,0.687422,0.697817,0.702784,0.714358,0.722419,0.729972,0.735521,0.74253,0.748077,0.752421,0.760998,0.763644,0.771303,0.774226,0.779103,0.788136,0.791434,0.802131,0.812291,0.818542,0.825646,0.832195,0.840314,0.850313,0.859445,0.868124,0.877469,0.882066,0.889511,0.897433,0.903422,0.913287,0.926793,0.936091,0.941639,0.94755,0.956773,0.967254,0.976875,0.984637,0.992813,1
